sw02-0224-fs1,A,B,được rồi,opening
sw02-0224-fs2,B,A,được rồi,autoPositive
sw02-0224-fs3,B,A,uh,turnKeep:stalling
sw02-0224-fs4,B,A,bạn có người bạn nào đã có con không,propositionalQuestion
sw02-0224-fs5,A,B,tôi có những người bạn mà họ đã có con,answer
sw02-0224-fs6,A,B,vâng,answer
sw02-0224-fs7,B,A,và họ nói gì về việc tìm nơi chăm sóc trẻ tốt,setQuestion
sw02-0224-fs8,B,A,tôi nghĩ đó có thể là từ khóa,inform
sw02-0224-fs9,A,B,tôi nghĩ điều đó đúng,agreement
sw02-0224-fs10,A,B,họ tương đối không hiện hữu từ những gì tôi nghe được từ bạn bè của tôi,inform
sw02-0224-fs11,A,B,uh,stalling
sw02-0224-fs12,A,B,từ ừm từ,stalling
sw02-0224-fs13,A,B,có vẻ như ngay cả khi họ đã tham khảo trung tâm chăm sóc ban ngày có uy tín những nơi đại loại như có một chuỗi nếu tôi có thể sử dụng từ đó bạn vẫn phải thỏa hiệp với những người  tình cờ được điều hành nó tại địa phương,inform
sw02-0224-fs14,A,B,uh,stalling
sw02-0224-fs15,B,A,right,autoPositive
sw02-0224-fs16,A,B,uh,stalling
sw02-0224-fs17,A,B,bạn biết đó,stalling
sw02-0224-fs18,A,B,và,turnKeep
sw02-0224-fs19,A,B,uh,stalling
sw02-0224-fs20,A,B,đó chỉ là vấn đề về sự tin tưởng bạn biết đó,inform
sw02-0224-fs21,A,B,of of,stalling
sw02-0224-fs22,A,B,tôi nghĩ rằng họ cảm thấy những người đó có trình độ dưới mức cơ bản và được trả lương không thỏa đáng,inform
sw02-0224-fs23,A,B,um,stalling
sw02-0224-fs24,A,B,và,turnKeep
sw02-0224-fs25,A,B,tôi nghĩ điều đó có liên quan mật thiết đến nhau,inform
sw02-0224-fs26,A,B,it's it's,stalling
sw02-0224-fs27,A,B,nên điều đó thật khó cho họ,inform
sw02-0224-fs28,B,A,ừm thì,turnTake
