sw02-0224-fs1,A,B,okay,opening
sw02-0224-fs2,B,A,all right,autoPositive
sw02-0224-fs3,B,A,uh,turnKeep:stalling
sw02-0224-fs4,B,A,do you have any friends that have children,propositionalQuestion
sw02-0224-fs5,A,B,i do have friends that have children,answer
sw02-0224-fs6,A,B,yes,answer
sw02-0224-fs7,B,A,and what do they say about finding adequate child care?,setQuestion
sw02-0224-fs8,B,A,i think that may be the key word,inform
sw02-0224-fs9,A,B,i think that's correct,agreement
sw02-0224-fs10,A,B,they're relatively nonexistent from what i hear from my friends,inform
sw02-0224-fs11,A,B,uh,stalling
sw02-0224-fs12,A,B,from uh from,stalling
sw02-0224-fs13,A,B,it seems like even when they have consulted day care centers that are reputable that are sort of like a chain if i can use that word still you have to deal with the people that happen to be operating it locally,inform
sw02-0224-fs14,A,B,uh,stalling
sw02-0224-fs15,B,A,right,autoPositive
sw02-0224-fs16,A,B,uh,stalling
sw02-0224-fs17,A,B,you know,stalling
sw02-0224-fs18,A,B,and,turnKeep
sw02-0224-fs19,A,B,uh,stalling
sw02-0224-fs20,A,B,it's just a matter of trust you know,inform
sw02-0224-fs21,A,B,of of,stalling
sw02-0224-fs22,A,B,i think they feel that these people are under qualified basically and  underpaid,inform
sw02-0224-fs23,A,B,um,stalling
sw02-0224-fs24,A,B,and,turnKeep
sw02-0224-fs25,A,B,i think that sort of goes hand in hand,inform
sw02-0224-fs26,A,B,it's it's,stalling
sw02-0224-fs27,A,B,so it's difficult for them,inform
sw02-0224-fs28,B,A,well,turnTake
sw02-0224-fs29,B,A,we certainly found that to be true,agreement
sw02-0224-fs30,A,B,huh-uh,autoPositive
sw02-0224-fs31,B,A,uh,stalling
sw02-0224-fs32,B,A,indeed we've -,retraction
sw02-0224-fs33,B,A,our children are now eleven and nine,inform
sw02-0224-fs34,A,B,huh-uh,autoPositive
sw02-0224-fs35,B,A,and,turnKeep
sw02-0224-fs36,B,A,we moved away from institutionalized child care --,inform
sw02-0224-fs37,A,B,huh-uh,autoPositive
sw02-0224-fs38,B,A,if we can call those chain kind of things like that uh by that name,Inform
sw02-0224-fs39,A,B,right,autoPositive
sw02-0224-fs40,B,A,uh,stalling
sw02-0224-fs41,B,A,like that by that name,selfCorrection
sw02-0224-fs42,A,B,right,autoPositive
sw02-0224-fs43,B,A,and found that more creative avenues were the right answer for us,inform
sw02-0224-fs44,B,A,uh,stalling
sw02-0224-fs45,A,B,huh-uh,autoPositive
sw02-0224-fs46,A,B,huh-uh,autoPositive
sw02-0224-fs47,B,A,uh,stalling
sw02-0224-fs48,B,A,at one point in time we've had au pairs,inform
sw02-0224-fs49,A,B,huh-uh,autoPositive
sw02-0224-fs50,B,A,by trading services with them,inform
sw02-0224-fs51,A,B,huh-uh,autoPositive
sw02-0224-fs52,B,A,and,turnKeep
sw02-0224-fs53,B,A,that worked for a while,inform
sw02-0224-fs54,B,A,but adequate ones were really tough to find,inform
