sw00-0004-fs1,A,B,right,opening
sw00-0004-fs2,A,B,uh,turnKeep:stalling
sw00-0004-fs3,A,B,actually i lived over in europe for a couple of years,inform
sw00-0004-fs4,A,B,i lived in germany,inform
sw00-0004-fs5,A,B,and in germany they don't have the jury system,inform
sw00-0004-fs6,A,B,what they do is they have three judges basically,inform
sw00-0004-fs7,A,B,uh,stalling
sw00-0004-fs8,A,B,and you get up there,inform
sw00-0004-fs9,A,B,and the prosecuting attorney presents his evidence,inform
sw00-0004-fs10,A,B,your defense attorney presents their evidence,inform
sw00-0004-fs11,A,B,those three guys take the evidence go off figure it out and then come back and say whether you're guilty or not,inform
sw00-0004-fs12,B,A,ou ou our,turnTake:stalling
sw00-0004-fs13,B,A,our judicial system is in such total chaos,inform
sw00-0004-fs14,A,B,<laughter>,autoPositive
sw00-0004-fs15,B,A,i think what they need to do is they need to somehow take the money out of it,inform
sw00-0004-fs16,B,A,<lipsmack>,stalling
sw00-0004-fs17,B,A,i mean,stalling
sw00-0004-fs18,B,A,when you have a man that's signed a statement saying he's guilty,inform
sw00-0004-fs19,B,A,a a a,stalling
sw00-0004-fs20,B,A,we have a family called all day family,inform
sw00-0004-fs21,B,A,a a,stalling
sw00-0004-fs22,B,A,they were all murdered,inform
sw00-0004-fs23,A,B,uh-huh,autoPositive
sw00-0004-fs24,B,A,all the people signed confessions,inform
sw00-0004-fs25,B,A,they went to a trial by jury,inform
sw00-0004-fs26,B,A,they been trying these people now for twentytwo years ever since i was a child,inform
sw00-0004-fs27,A,B,wow,autoPositive
sw00-0004-fs28,B,A,and,turnTake
sw00-0004-fs29,B,A,what they've done is they've bought mercedes after mercedes after mercedes is what they've done,inform
sw00-0004-fs30,B,A,has nothing to do with justice whatsoever,inform
sw00-0004-fs31,A,B,<breathing>,turnTake
sw00-0004-fs32,A,B,<breathing> well you know it's it's,stalling
sw00-0004-fs33,A,B,it's one of those things,autoPositve
sw00-0004-fs34,A,B,i mean uh uh,stalling
sw00-0004-fs35,A,B,i would have to look at it,inform
sw00-0004-fs36,A,B,i  if,stalling
sw00-0004-fs37,A,B,the just the,selfCorrection
sw00-0004-fs38,A,B,uh,stalling
sw00-0004-fs39,A,B,if they did it with just the judges the police have to do a lot better job of making sure that their evidence is airtight,inform
sw00-0004-fs40,A,B,because the judges sitting in that kind of stuff day after day they know all the procedures,inform
sw00-0004-fs41,A,B,they know what's good and what isn't,inform
sw00-0004-fs42,A,B,they'd be able to say i'm sorry  /,inform
sw00-0004-fs43,A,B,you can't use this as evidence,inform
sw00-0004-fs44,A,B,uh,stalling
sw00-0004-fs45,A,B,you know,stalling
sw00-0004-fs46,A,B,because it was either illegally obtained or whatever,inform
sw00-0004-fs47,A,B,and,turnKeep
sw00-0004-fs48,A,B,you know,stalling
sw00-0004-fs49,A,B,you wouldn't have this theatrics where the lawyer jumps up and presents it to the jury,inform
sw00-0004-fs50,A,B,uh uh,stalling
sw00-0004-fs51,A,B,to the to the,stalling
sw00-0004-fs52,A,B,oh,stalling
sw00-0004-fs53,A,B,and then the judge says no disregard that,inform
sw00-0004-fs54,A,B,d disregard,stalling
sw00-0004-fs55,A,B,come on any jury's not going to  disregard the evidence you know <laughter>,inform
sw00-0004-fs56,B,A,uh,stalling
sw00-0004-fs57,B,A,that's true,agreement
sw00-0004-fs58,B,A,i i i,turnKeep:stalling
sw00-0004-fs59,B,A,i think our judicial system is attorney welfare myself,inform
sw00-0004-fs60,A,B,that may very well be,agreement
sw00-0004-fs61,B,A,i i,turnKeep:stalling
sw00-0004-fs62,B,A,i hold it in the utmost contempt,inform
sw00-0004-fs63,A,B,uh,turnTake:stalling
sw00-0004-fs64,B,A,the d my,selfCorrection
sw00-0004-fs65,B,A,uh,stalling
sw00-0004-fs66,B,A,my favorite is the police department,inform
sw00-0004-fs67,B,A,<breathing> they're not aimed at the criminal,inform
sw00-0004-fs68,B,A,the judicial system is aimed at the citizens,inform
sw00-0004-fs69,B,a,because you and i we have work schedules,inform
sw00-0004-fs70,B,A,we can be called at work,inform
sw00-0004-fs71,B,A,we have social security numbers,inform
sw00-0004-fs72,B,A,they can trace us down,inform
sw00-0004-fs73,B,A,we have telephones,inform
sw00-0004-fs74,B,A,then we have checkbooks,inform
sw00-0004-fs75,B,A,criminals have none of these things,inform
sw00-0004-fs76,B,a,they're real difficult to catch,inform
sw00-0004-fs77,B,A,and if they do catch them they don't get any monetary gain out of it whereas we write a check,inform
sw00-0004-fs78,B,A,us we,selfCorrection
sw00-0004-fs79,A,B,yeah,agreement
sw00-0004-fs80,B,A,so where do you think they target their efforts?,inform
sw00-0004-fs81,A,B,that's true,agreement
sw00-0004-fs82,A,B,),turnKeep
sw00-0004-fs83,B,A,they target their efforts toward the citizens not the criminals,inform
sw00-0004-fs84,A,B,well,turnGrab
sw00-0004-fs85,A,B,how would you go about changing it?,setQuestion
sw00-0004-fs86,B,A,<throat_clearing>,turnTake
sw00-0004-fs87,B,A,<throat_clearing> you know,stalling
sw00-0004-fs88,B,A,that's a,retraction
sw00-0004-fs89,B,A,i've nailed the problem down,inform
sw00-0004-fs90,B,A,but i,inform
sw00-0004-fs91,A,B,<laughter>,autoPositive
sw00-0004-fs92,B,A,<laughter>,alloPositive
sw00-0004-fs93,A,B,leave the details op to somebody else,completion
sw00-0004-fs94,A,B,huh,checkQuestion
sw00-0004-fs95,B,A,yeah,confirm
sw00-0004-fs96,B,A,i'm going to have to leave those details like what would you do about,inform
sw00-0004-fs97,B,A,i think to begin with you would have,inform
sw00-0004-fs98,B,A,you would h  you would have,selfCorrection
sw00-0004-fs99,B,A,like here in atlanta area our crime rate is just astronomical,inform
sw00-0004-fs100,B,A,yet you go out on the streets and they're giving speeding tickets,inform
sw00-0004-fs101,A,B,yeah,agreement
sw00-0004-fs102,B,A,i think somehow you have to separate the revenues from,inform
sw00-0004-fs103,A,B,well,turnGrab
sw00-0004-fs104,A,B,you know uh,stalling
sw00-0004-fs105,A,B,talking about the lawyers what might very well cause a drop in the number of lawyers and things like that is to set the fees for cases,inform
sw00-0004-fs106,A,B,you know,stalling
sw00-0004-fs107,A,B,do uh cause,selfCorrection
sw00-0004-fs108,A,B,a uh a,stalling
sw00-0004-fs109,A,B,it's kind of like do it in the similar vein like vcr or television repair,inform
sw00-0004-fs110,A,B,do it do it,stalling
sw00-0004-fs111,A,B,similar like,selfCorrection
sw00-0004-fs112,A,B,uh,stalling
sw00-0004-fs113,A,B,if you take your tv in a lot of these tv repair places will say  well  i'll repair your tv for a hundred dollars,inform
sw00-0004-fs114,A,B,and if he gets in there and starts rooting around and finds something in there that's really tremendously wrong with it then he eats it,inform
sw00-0004-fs115,A,B,he he,stalling
sw00-0004-fs116,A,B,he repairs it gives it back to you and takes your hundred dollars,inform
sw00-0004-fs117,A,B,now,turnKeep
sw00-0004-fs118,A,B,if he comes in and says  i'll repair your vcr or somebody else's vcr for a hundred dollars gets in there,inform
sw00-0004-fs119,A,B,your your,stalling
sw00-0004-fs120,A,B,maybe it's a blown fuse,inform
sw00-0004-fs121,A,B,takes him two minutes,inform
sw00-0004-fs122,A,B,he fixes it,inform
sw00-0004-fs123,A,B,he still charges you that hundred dollars,inform
sw00-0004-fs124,A,B,so,turnKeep
sw00-0004-fs125,A,B,maybe if we did that with the lawyers so that whether it's a murder case or somebody suing somebody else you get x dollars for that case,inform
sw00-0004-fs126,A,B,you know,stalling
sw00-0004-fs127,A,B,a  a civil somebody suing somebody else,selfCorrection
sw00-0004-fs128,A,B,you know,stalling
sw00-0004-fs129,A,B,uh,stalling
sw00-0004-fs130,A,B,and,turnKeep
sw00-0004-fs131,A,B,that's it,inform
sw00-0004-fs132,B,A,now,turnGrab
sw00-0004-fs133,A,B,none of this,inform
sw00-0004-fs134,B,A,i firmly believe in that,agreement
sw00-0004-fs135,B,A,because when you get the most heinous of crimes have you ever noticed you always get the most renowned defense attorney,propositionalQuestion
sw00-0004-fs136,A,B,oh,stalling
sw00-0004-fs137,A,B,yeah,answer
sw00-0004-fs138,B,A,and here's this bum that didn't have a job,inform
sw00-0004-fs139,B,A,yeah,autoPositive
sw00-0004-fs140,B,A,and he's got a attorney that you and i could never afford,inform
sw00-0004-fs141,A,B,that's true,agreement
sw00-0004-fs142,B,A,who's paying for that,setQuestion
sw00-0004-fs143,A,B,yeah,agreement
sw00-0004-fs144,A,B,um,turnTake
sw00-0004-fs145,A,B,y well you you know <laughter>,stalling
sw00-0004-fs146,A,B,you're talking to part of them that's paying for that <laughter>,answer
sw00-0004-fs147,B,A,<laughter>,autoPositive
sw00-0004-fs148,B,A,yeah,agreement
sw00-0004-fs149,B,A,and you're talking to the other half that's paying for it <laughter>,inform
sw00-0004-fs150,A,B,<laughter>,autoPositive
sw00-0004-fs151,A,B,that's right,agreement
sw00-0004-fs152,A,B,you know,stalling
sw00-0004-fs153,A,B,that's it it's,selfCorrection
sw00-0004-fs154,A,B,its's it's,stalling
sw00-0004-fs155,A,B,it's amazing,inform
sw00-0004-fs156,A,B,and,turnKeep
sw00-0004-fs157,A,B,and and,stalling
sw00-0004-fs158,A,B,when you stop and look at it the judges they're all former lawyers,inform
sw00-0004-fs159,A,B,i mean,stalling
sw00-0004-fs160,A,B,th they're,stalling
sw00-0004-fs161,B,A,yeah,agreement
sw00-0004-fs162,B,A,well,turnKeep:stalling
sw00-0004-fs163,B,A,that's another problem,inform
sw00-0004-fs164,B,A,i think to really correct the judicial system you have to get the lawyers out of it <laughter>,inform
sw00-0004-fs165,A,B,<laughter>,autoPositive
sw00-0004-fs166,B,A,i mean they're they're,stalling
sw00-0004-fs167,B,A,they're totally and morally bankrupt without any ethics whatsoever,inform
sw00-0004-fs168,B,A,and,turnKeep
sw00-0004-fs169,B,A,with that type person running it you could expect that you,inform
sw00-0004-fs170,B,A,i mean you you,stalling
